SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;FullSiteCode;State
29;130;Montecchia di Crosara;11.28337;45.46737;61;61;NA;Veneto;OD:130;Italy
30;131;Vangadizza (Legnago);11.28809;45.15687;14;14;NA;Veneto;OD:131;Italy
31;132;Pescul;12.06916;46.43658;1477;1477;NA;Veneto;OD:132;Italy
32;134;Malo;11.46482;45.66871;102;102;NA;Veneto;OD:134;Italy
33;135;Rifugio la Guardia (Recoaro Terme);11.18165;45.7182;1261;1261;NA;Veneto;OD:135;Italy
34;136;Sappada;12.70828;46.56997;1293;1293;NA;Veneto;OD:136;Italy
35;137;Valli del Pasubio;11.21496;45.7571;619;619;NA;Veneto;OD:137;Italy
36;139;Lusiana;11.58835;45.78348;665;665;NA;Veneto;OD:139;Italy
37;140;Passo Santa Caterina (Valdagno);11.25936;45.61913;716;716;NA;Veneto;OD:140;Italy
38;142;Faedo (Cinto Euganeo);11.69705;45.30453;274;274;NA;Veneto;OD:142;Italy
39;144;Rosa';11.77648;45.71592;83;83;NA;Veneto;OD:144;Italy
40;145;Barbarano Vicentino;11.57065;45.39704;18;18;NA;Veneto;OD:145;Italy
41;146;Trissino;11.35816;45.5787;216;216;NA;Veneto;OD:146;Italy
42;147;Breganze;11.57653;45.71976;193;193;NA;Veneto;OD:147;Italy
43;148;Brendola;11.46946;45.47142;82;82;NA;Veneto;OD:148;Italy
44;149;Montegalda;11.66204;45.44899;24;24;NA;Veneto;OD:149;Italy
45;15;Gares;11.88295;46.31246;1392;1392;NA;Veneto;OD:15;Italy
46;150;Noventa Vicentina;11.56677;45.26383;14;14;NA;Veneto;OD:150;Italy
47;151;Masi;11.48118;45.11675;10;10;NA;Veneto;OD:151;Italy
48;152;Balduina (Sant'Urbano);11.58438;45.13408;8;8;NA;Veneto;OD:152;Italy
49;153;Quinto Vicentino;11.63065;45.56843;36;36;NA;Veneto;OD:153;Italy
50;156;Crespano del Grappa;11.84084;45.84103;372;372;NA;Veneto;OD:156;Italy
51;159;Portogruaro - Lison;12.76147;45.74482;3;3;NA;Veneto;OD:159;Italy
52;160;Cavallino Treporti;12.48642;45.45805;2;2;NA;Veneto;OD:160;Italy
53;163;Noventa di Piave - Grassaga;12.58868;45.66761;4;4;NA;Veneto;OD:163;Italy
54;164;Eraclea;12.7073;45.60261;2;2;NA;Veneto;OD:164;Italy
55;165;Fossalta di Portogruaro;12.89414;45.77501;7;7;NA;Veneto;OD:165;Italy
56;166;Lugugnana (Portogruaro);12.94687;45.70425;2;2;NA;Veneto;OD:166;Italy
57;167;Mira;12.11769;45.4353;5;5;NA;Veneto;OD:167;Italy
58;168;Chioggia - Sant'Anna;12.276;45.144;1;1;NA;Veneto;OD:168;Italy
59;169;Agna;11.95798;45.15861;3;3;NA;Veneto;OD:169;Italy
60;17;Perarolo;12.35686;46.39349;579;579;NA;Veneto;OD:17;Italy
61;170;Teolo;11.67737;45.34206;114;114;NA;Veneto;OD:170;Italy
62;175;Codevigo;12.09993;45.24301;2;2;NA;Veneto;OD:175;Italy
63;177;Grantorto;11.75219;45.59375;34;34;NA;Veneto;OD:177;Italy
64;178;Cavarzere;12.08742;45.16084;4;4;NA;Veneto;OD:178;Italy
65;179;Campodarsego;11.9137;45.49483;15;15;NA;Veneto;OD:179;Italy
66;180;Este - Calaone;11.65501;45.24135;153;153;NA;Veneto;OD:180;Italy
