SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;FullSiteCode;State
248;2512;Scilla - Villaggio del Pino;15.73641667;38.23736111;590;590;NA;Calabria;OD:2512;Italy
249;2513;Scilla - Piano delle Aquile;15.75241667;38.24708333;582;582;NA;Calabria;OD:2513;Italy
250;2514;Scilla -Tagli;15.77436111;38.25647222;443;443;NA;Calabria;OD:2514;Italy
251;2515;Scilla - Solano;15.79655556;38.25025;588;588;NA;Calabria;OD:2515;Italy
252;2520;Bagnara Calabra;15.81088889;38.28652778;228;228;NA;Calabria;OD:2520;Italy
253;2530;Palmi;15.86302778;38.36572222;268;268;NA;Calabria;OD:2530;Italy
254;2534;Oppido Mamertina;15.985;38.28972222;325;325;NA;Calabria;OD:2534;Italy
255;2540;Santa Cristina d'Aspromonte;15.96472222;38.25694444;448;448;NA;Calabria;OD:2540;Italy
256;2541;Santa Giorgia;15.95805528;38.44194444;69;69;NA;Calabria;OD:2541;Italy
257;2542;Puzzara;15.96361083;38.34611111;115;115;NA;Calabria;OD:2542;Italy
258;2543;Scif? Idrometro;15.90249972;38.21166667;1045;1045;NA;Calabria;OD:2543;Italy
259;2544;Rizziconi - Ponte Vecchio;15.91222222;38.38008333;33;33;NA;Calabria;OD:2544;Italy
260;2550;Scif?;15.89;38.21888889;945;945;NA;Calabria;OD:2550;Italy
261;2560;Sinopoli;15.87747222;38.25991667;457;457;NA;Calabria;OD:2560;Italy
262;2570;Oppido Mamertina - Castellace;15.94027778;38.3125;195;195;NA;Calabria;OD:2570;Italy
263;2580;Molochio;16.03136111;38.30883333;287;287;NA;Calabria;OD:2580;Italy
264;2590;Perrone C.C.;16.15666639;38.33111111;871;871;NA;Calabria;OD:2590;Italy
265;2600;Cittanova;16.0775;38.35222222;407;407;NA;Calabria;OD:2600;Italy
266;2610;Rizziconi;15.97163889;38.40769444;92;92;NA;Calabria;OD:2610;Italy
267;2620;Gioia Tauro (vecchia staz.);15.89638889;38.43111111;22;22;NA;Calabria;OD:2620;Italy
268;2621;Gioia Tauro - Budello;15.90733333;38.43091667;23;23;NA;Calabria;OD:2621;Italy
269;2625;Laureana di Borrello;16.47333306;38.49083333;262;262;NA;Calabria;OD:2625;Italy
270;2630;Montecucco C.C.;16.325;38.63472222;758;758;NA;Calabria;OD:2630;Italy
271;2631;Castagnara;16.24555528;38.45583333;925;925;NA;Calabria;OD:2631;Italy
272;2632;Carmine;16.02749972;38.49333333;67;67;NA;Calabria;OD:2632;Italy
273;2633;Metramo a Caredona;16.23583306;38.455;893;893;NA;Calabria;OD:2633;Italy
274;2634;Barbassano;16.04861083;38.5025;58;58;NA;Calabria;OD:2634;Italy
275;2635;Sbarretta;16.02638861;38.50277778;42;42;NA;Calabria;OD:2635;Italy
276;2640;Filogaso;16.23055556;38.68027778;255;255;NA;Calabria;OD:2640;Italy
277;2650;Pizzoni;16.25277778;38.62;398;398;NA;Calabria;OD:2650;Italy
278;2660;Sant'Angelo di Gerocarne;16.16888889;38.61111111;243;243;NA;Calabria;OD:2660;Italy
279;2664;Soriano Calabro;16.23;38.59833333;302;302;NA;Calabria;OD:2664;Italy
280;2665;Dinami - San Pietro di Carid?;16.12388889;38.54991667;142;142;NA;Calabria;OD:2665;Italy
281;2670;Arena;16.21691667;38.56213889;566;566;NA;Calabria;OD:2670;Italy
282;2680;San Pier Fedele;16.14277778;38.52388889;450;450;NA;Calabria;OD:2680;Italy
283;2684;Galatro;16.10861111;38.46138889;186;186;NA;Calabria;OD:2684;Italy
284;2690;Feroleto della Chiesa;16.06833333;38.46805556;180;180;NA;Calabria;OD:2690;Italy
285;2700;Giffone;16.14638889;38.44027778;545;545;NA;Calabria;OD:2700;Italy
286;2710;Mammola - Limina C.C.;16.18916667;38.37133333;674;674;NA;Calabria;OD:2710;Italy
287;2720;Polistena;16.07444444;38.40638889;224;224;NA;Calabria;OD:2720;Italy
288;2721;Polistena - Budello;16.07741667;38.40822222;261;261;NA;Calabria;OD:2721;Italy
289;2722;Taurianova;16.01055556;38.35394444;207;207;NA;Calabria;OD:2722;Italy
