SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
305;Ponte Poggi;SAEL0;OD:SAEL0;44.36676;8.46609;146;Italy;Liguria;Quota ricavata da dem
306;S. Alberto;SALB0;OD:SALB0;44.45;8.83;458;Italy;Liguria;Quota ricavata da dem
309;Sanguineto;SANG0;OD:SANG0;44.48333;9.03556;648;Italy;Liguria;Quota ricavata da dem
310;Santuario di Savona;SANTU;OD:SANTU;44.34555;8.43753;140;Italy;Liguria;Quota ricavata da dem
311;Sestri Levante - Sara;SARAA;OD:SARAA;44.27;9.42966;20;Italy;Liguria;Quota ricavata da dem
312;Sanremo - Casino';SARE0;OD:SARE0;43.81484;7.77634;2;Italy;Liguria;Quota ricavata da dem
313;Sarola;SARO0;OD:SARO0;43.95551;7.99402;133;Italy;Liguria;Quota ricavata da dem
315;Santuario di Savona;SASA0;OD:SASA0;44.34555;8.43753;140;Italy;Liguria;Quota ricavata da dem
316;Sciarborasca;SCIA0;OD:SCIA0;44.40117;8.61465;251;Italy;Liguria;Quota ricavata da dem
317;Scoffera;SCO20;OD:SCO20;44.47901;9.1185;729;Italy;Liguria;Quota ricavata da dem
318;Scoffera;SCOFF;OD:SCOFF;44.47901;9.1185;729;Italy;Liguria;Quota ricavata da dem
319;Segno;SEGN0;OD:SEGN0;44.25404;8.3835;127;Italy;Liguria;Quota ricavata da dem
321;Sella di Savona;SELL0;OD:SELL0;44.34548;8.34743;408;Italy;Liguria;Quota ricavata da dem
323;Genova - Servizio Idrografico;SIMG0;OD:SIMG0;44.40081;8.94619;45;Italy;Liguria;Quota ricavata da dem
324;Genova - Servizio Idrografico;SIMGE;OD:SIMGE;44.40081;8.94619;45;Italy;Liguria;Quota ricavata da dem
325;Genova - S. Siro Struppa;SIRO0;OD:SIRO0;44.45;9;165;Italy;Liguria;Quota ricavata da dem
326;Sestri Levante;SLEVA;OD:SLEVA;44.27377;9.40992;10;Italy;Liguria;Quota ricavata da dem
327;S. Margherita Ligure;SMAR0;OD:SMAR0;44.33438;9.2124;55;Italy;Liguria;Quota ricavata da dem
328;S. Michele;SMCH0;OD:SMCH0;44.42362;9.39401;327;Italy;Liguria;Quota ricavata da dem
330;S. Martino del Monte;SMON0;OD:SMON0;44.36555;9.3478;153;Italy;Liguria;Quota ricavata da dem
331;S. Maria di Sturla;SMST0;OD:SMST0;44.35819;9.35104;108;Italy;Liguria;Quota ricavata da dem
332;S. Margherita Vara;SMVA0;OD:SMVA0;44.2747;9.65964;225;Italy;Liguria;Quota ricavata da dem
333;S. Margherita Vara;SMVAR;OD:SMVAR;44.2747;9.65964;225;Italy;Liguria;Quota ricavata da dem
334;Sanda;SNDA0;OD:SNDA0;44.36189;8.5273;191;Italy;Liguria;Quota ricavata da dem
335;Stella S. Giustina;SNTA0;OD:SNTA0;44.41582;8.48252;369;Italy;Liguria;Quota ricavata da dem
