SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
601;Iglesias;38;OD:038;39.31;8.5386;197;Italy;Sardegna;Quota ricavata da dem
602;S.Giovanni (Domusnovas);42;OD:042;39.3372;8.6259;329;Italy;Sardegna;Quota ricavata da dem
603;Villamassargia;43;OD:043;39.2759;8.64;113;Italy;Sardegna;Quota ricavata da dem
604;Siliqua FF.SS.;45;OD:045;39.3012;8.807;63;Italy;Sardegna;Quota ricavata da dem
605;Uta (C.R.A.);47;OD:047;39.2951;8.9258;14;Italy;Sardegna;Quota ricavata da dem
606;Capoterra;48;OD:048;39.1748;8.9707;48;Italy;Sardegna;Quota ricavata da dem
607;Is Cannoneris (Caserma);50;OD:050;39.0351;8.8529;594;Italy;Sardegna;Quota ricavata da dem
608;Piscinamanna (Caserma);51;OD:051;38.9922;8.9194;153;Italy;Sardegna;Quota ricavata da dem
609;Pula;53;OD:053;39.0105;9.0026;11;Italy;Sardegna;Quota ricavata da dem
610;Rio Perdosu;54;OD:054;38.9417;8.9284;107;Italy;Sardegna;Quota ricavata da dem
611;Domus de Maria;55;OD:055;38.9443;8.8638;80;Italy;Sardegna;Quota ricavata da dem
612;Teulada;57;OD:057;38.9697;8.7728;102;Italy;Sardegna;Quota ricavata da dem
613;S.Anna Arresi;58;OD:058;39.0053;8.6408;64;Italy;Sardegna;Quota ricavata da dem
614;Porto Pino;59;OD:059;38.9677;8.5998;8;Italy;Sardegna;Quota ricavata da dem
615;Pantaleo;60;OD:060;39.0902;8.7979;259;Italy;Sardegna;Quota ricavata da dem
616;Santadi;61;OD:061;39.0935;8.7158;119;Italy;Sardegna;Quota ricavata da dem
617;Campanasissa (C.ra);63;OD:063;39.2077;8.7752;313;Italy;Sardegna;Quota ricavata da dem
618;Rosas (M.ra);66;OD:066;39.2071;8.7157;344;Italy;Sardegna;Quota ricavata da dem
619;Narcao;67;OD:067;39.1686;8.6755;136;Italy;Sardegna;Quota ricavata da dem
620;Terraseu;70;OD:070;39.2042;8.6255;360;Italy;Sardegna;Quota ricavata da dem
621;Palmas Suergiu;71;OD:071;39.069;8.5579;10;Italy;Sardegna;Quota ricavata da dem
622;S.Antioco;72;OD:072;39.0656;8.4575;11;Italy;Sardegna;Quota ricavata da dem
623;Carloforte;74;OD:074;39.1374;8.3124;5;Italy;Sardegna;Quota ricavata da dem
624;Bacu Abis (Flumentepido);75;OD:075;39.188;8.4818;72;Italy;Sardegna;Quota ricavata da dem
625;Monteponi (M.ra);76;OD:076;39.2996;8.5086;133;Italy;Sardegna;Quota ricavata da dem
626;Su Zurfuru (M.ra);81;OD:081;39.4198;8.4998;167;Italy;Sardegna;Quota ricavata da dem
627;Fluminimaggiore;82;OD:082;39.437;8.499;84;Italy;Sardegna;Quota ricavata da dem
628;Montevecchio (M.ra);84;OD:084;39.5571;8.5706;397;Italy;Sardegna;Quota ricavata da dem
629;Gonnosfanadiga;85;OD:085;39.4928;8.6618;180;Italy;Sardegna;Quota ricavata da dem
630;S.Gavino FF.SS.;88;OD:088;39.5507;8.7904;56;Italy;Sardegna;Quota ricavata da dem
631;Sardara;89;OD:089;39.6162;8.8197;149;Italy;Sardegna;Quota ricavata da dem
632;Pabillonis;90;OD:090;39.5936;8.7197;40;Italy;Sardegna;Quota ricavata da dem
633;Villa Verde - Bannari;92;OD:092;39.7955;8.8211;212;Italy;Sardegna;Quota ricavata da dem
634;Ales F.C.;93;OD:093;39.7651;8.8213;183;Italy;Sardegna;Quota ricavata da dem
635;Baradili F.C.;94;OD:094;39.7194;8.8969;161;Italy;Sardegna;Quota ricavata da dem
636;Mogoro;95;OD:095;39.6831;8.7787;138;Italy;Sardegna;Quota ricavata da dem
637;Uras FF.SS.;96;OD:096;39.6993;8.7027;27;Italy;Sardegna;Quota ricavata da dem
638;Arborea;99;OD:099;39.7739;8.5807;7;Italy;Sardegna;Quota ricavata da dem
639;Marrubiu (C.ra);100;OD:100;39.7711;8.6611;37;Italy;Sardegna;Quota ricavata da dem
640;S.Anna-Oristano;102;OD:102;39.8339;8.6273;12;Italy;Sardegna;Quota ricavata da dem
641;S.Giusta;103;OD:103;39.8747;8.6086;2;Italy;Sardegna;Quota ricavata da dem
642;Sassu Idrovora;104;OD:104;39.8256;8.5761;4;Italy;Sardegna;Quota ricavata da dem
643;Oristano FF.SS.;105;OD:105;39.9025;8.603;11;Italy;Sardegna;Quota ricavata da dem
644;Sos Canales (C.M.);106;OD:106;40.5535;9.3138;722;Italy;Sardegna;Quota ricavata da dem
645;Osidda F.C.;107;OD:107;40.5272;9.1686;567;Italy;Sardegna;Quota ricavata da dem
646;S.Giovanni- Bitti (C.ra);108;OD:108;40.4976;9.3437;755;Italy;Sardegna;Quota ricavata da dem
647;Benetutti;110;OD:110;40.4546;9.1697;439;Italy;Sardegna;Quota ricavata da dem
648;Bottida F.C.;111;OD:111;40.3867;9.0121;357;Italy;Sardegna;Quota ricavata da dem
649;Illorai;113;OD:113;40.3528;8.9994;560;Italy;Sardegna;Quota ricavata da dem
650;Rifornitore Tirso;114;OD:114;40.3259;9.0333;201;Italy;Sardegna;Quota ricavata da dem
651;Sig.ra Marta (C.ra);115;OD:115;40.3243;9.1356;363;Italy;Sardegna;Quota ricavata da dem
652;Orani;118;OD:118;40.2508;9.1807;587;Italy;Sardegna;Quota ricavata da dem
653;Bolotana F.C.;119;OD:119;40.329;8.9595;547;Italy;Sardegna;Quota ricavata da dem
654;Ottana;120;OD:120;40.2348;9.0428;198;Italy;Sardegna;Quota ricavata da dem
655;Macomer;121;OD:121;40.2693;8.7725;558;Italy;Sardegna;Quota ricavata da dem
656;Borore;123;OD:123;40.2214;8.8129;392;Italy;Sardegna;Quota ricavata da dem
657;Silanus;124;OD:124;40.2905;8.8815;457;Italy;Sardegna;Quota ricavata da dem
658;Noragugume;126;OD:126;40.2257;8.9195;264;Italy;Sardegna;Quota ricavata da dem
659;Fonni;129;OD:129;40.1171;9.2547;937;Italy;Sardegna;Quota ricavata da dem
660;Gavoi;132;OD:132;40.1591;9.1931;730;Italy;Sardegna;Quota ricavata da dem
661;Tiana;134;OD:134;40.068;9.1486;609;Italy;Sardegna;Quota ricavata da dem
662;Sedilo;138;OD:138;40.1742;8.9193;270;Italy;Sardegna;Quota ricavata da dem
663;Ghilarza;140;OD:140;40.1217;8.837;280;Italy;Sardegna;Quota ricavata da dem
664;S.Chiara d'Ula;143;OD:143;40.0518;8.8694;116;Italy;Sardegna;Quota ricavata da dem
665;Busachi;144;OD:144;40.0326;8.8964;401;Italy;Sardegna;Quota ricavata da dem
666;Desulo;146;OD:146;40.0147;9.2298;901;Italy;Sardegna;Quota ricavata da dem
667;Tonara;147;OD:147;40.0267;9.1752;1035;Italy;Sardegna;Quota ricavata da dem
668;Cossatzu (C.ra);148;OD:148;39.9429;9.1804;790;Italy;Sardegna;Quota ricavata da dem
669;Sorgono F.C.;151;OD:151;40.0272;9.1049;741;Italy;Sardegna;Quota ricavata da dem
670;Meanasardo;153;OD:153;39.9453;9.0729;572;Italy;Sardegna;Quota ricavata da dem
671;Austis;154;OD:154;40.0715;9.0894;737;Italy;Sardegna;Quota ricavata da dem
672;Ortueri;155;OD:155;40.0365;8.987;604;Italy;Sardegna;Quota ricavata da dem
673;Ortuabis F.C.;156;OD:156;39.8877;9.1102;810;Italy;Sardegna;Quota ricavata da dem
674;Santa Sofia;158;OD:158;39.8673;9.1324;817;Italy;Sardegna;Quota ricavata da dem
675;Laconi F.C.;159;OD:159;39.8563;9.0506;565;Italy;Sardegna;Quota ricavata da dem
676;Genoni;160;OD:160;39.7938;9.0078;463;Italy;Sardegna;Quota ricavata da dem
677;Samugheo;163;OD:163;39.9479;8.941;366;Italy;Sardegna;Quota ricavata da dem
678;Allai;164;OD:164;39.9575;8.8648;72;Italy;Sardegna;Quota ricavata da dem
679;Abbasanta;166;OD:166;40.1255;8.8189;313;Italy;Sardegna;Quota ricavata da dem
680;Paulilatino;167;OD:167;40.0831;8.7637;258;Italy;Sardegna;Quota ricavata da dem
681;Mogorella;169;OD:169;39.8657;8.8585;290;Italy;Sardegna;Quota ricavata da dem
682;Santa Vittoria;170;OD:170;39.9667;8.7374;23;Italy;Sardegna;Quota ricavata da dem
683;Simaxis;171;OD:171;39.9306;8.6899;13;Italy;Sardegna;Quota ricavata da dem
684;Riola;172;OD:172;39.9964;8.5402;3;Italy;Sardegna;Quota ricavata da dem
685;Santulussurgiu;174;OD:174;40.1424;8.6525;602;Italy;Sardegna;Quota ricavata da dem
686;Seneghe;175;OD:175;40.0808;8.6127;285;Italy;Sardegna;Quota ricavata da dem
687;Bauladu;176;OD:176;40.0197;8.6722;43;Italy;Sardegna;Quota ricavata da dem
688;Tega (C.ra);178;OD:178;40.1543;8.5253;281;Italy;Sardegna;Quota ricavata da dem
689;Tresnuraghes F.C.;179;OD:179;40.2568;8.5245;255;Italy;Sardegna;Quota ricavata da dem
690;Cuglieri;180;OD:180;40.1902;8.5679;465;Italy;Sardegna;Quota ricavata da dem
691;Villanova Monteleone;181;OD:181;40.5024;8.4734;539;Italy;Sardegna;Quota ricavata da dem
692;Reinamare (C.ra);182;OD:182;40.4696;8.5561;272;Italy;Sardegna;Quota ricavata da dem
693;Pozzomaggiore;184;OD:184;40.3989;8.6597;444;Italy;Sardegna;Quota ricavata da dem
694;Montresta;186;OD:186;40.3749;8.5002;456;Italy;Sardegna;Quota ricavata da dem
695;Campeda;187;OD:187;40.3274;8.7849;668;Italy;Sardegna;Quota ricavata da dem
696;Bonorva;189;OD:189;40.4186;8.7686;480;Italy;Sardegna;Quota ricavata da dem
697;Sindia F.C.;191;OD:191;40.2983;8.6563;505;Italy;Sardegna;Quota ricavata da dem
698;Bosa;192;OD:192;40.2979;8.5008;20;Italy;Sardegna;Quota ricavata da dem
699;Alghero;196;OD:196;40.5586;8.3122;4;Italy;Sardegna;Quota ricavata da dem
700;Ittiri;197;OD:197;40.5948;8.5689;405;Italy;Sardegna;Quota ricavata da dem
701;Putifigari;198;OD:198;40.5628;8.461;249;Italy;Sardegna;Quota ricavata da dem
702;Rudas (C.ra);199;OD:199;40.6114;8.3813;29;Italy;Sardegna;Quota ricavata da dem
703;Olmedo F.C.;200;OD:200;40.651;8.3775;57;Italy;Sardegna;Quota ricavata da dem
704;Fertilia;201;OD:201;40.5936;8.2847;3;Italy;Sardegna;Quota ricavata da dem
705;Argentiera (M.ra);204;OD:204;40.739;8.1481;46;Italy;Sardegna;Quota ricavata da dem
706;Stintino;206;OD:206;40.9374;8.2281;6;Italy;Sardegna;Quota ricavata da dem
707;Thiesi;208;OD:208;40.525;8.7189;462;Italy;Sardegna;Quota ricavata da dem
708;Bidighinzu-Diga (C.M.);209;OD:209;40.5575;8.6624;328;Italy;Sardegna;Quota ricavata da dem
709;Uri;212;OD:212;40.6359;8.4912;160;Italy;Sardegna;Quota ricavata da dem
710;Ploaghe;213;OD:213;40.6643;8.7459;395;Italy;Sardegna;Quota ricavata da dem
711;Cargeghe;215;OD:215;40.6691;8.6141;355;Italy;Sardegna;Quota ricavata da dem
712;Osilo;216;OD:216;40.7443;8.6713;556;Italy;Sardegna;Quota ricavata da dem
713;Macciadosa (C.ra);221;OD:221;40.7304;8.4029;70;Italy;Sardegna;Quota ricavata da dem
714;Sennori;223;OD:223;40.79;8.595;297;Italy;Sardegna;Quota ricavata da dem
